,mand,bot,kom,beha,baksteen,krijt,dobbelsteen,pop,boor,kikker,knoflook,handschoen,strijkijzer,blad,deksel,verpleger,sjaal,slak,eekhoorn,kalkoen,portemonnee,zweep,fluit,mier,bijl,armband,bezem,emmer,stier,stoel,doodskist,hert,hek,aansteker,dweil,paddenstoel,perzik,broekzak,liniaal,worst,zeehond,haai,schep,schommel,dienblad,rits,pijl,rug,riem,vogel,deken,tak,kogel,kooi,blik,kaars,auto,ketting,borst,wolk,jas,hond,ezel,jurk,eend,doel,hak,paard,sleutel,mes,been,bliksem,slot,lucifer,aap,snor,kopje,ui,schilderij,papegaai,potlood,duif,kussen,wasbeer,wortel,touw,litteken,rok,schedel,stinkdier,mouw,slang,lepel,ooievaar,rietje,pak,stropdas,boom,ober,horloge,golf,raam,vleugel,hout
knoflook,0.810362458229,0.903701841831,0.795787334442,0.84109556675,0.920283854008,0.918980538845,0.837239861488,0.880687355995,0.839958071709,0.787708103657,0.0,0.881846010685,0.88267326355,0.917621850967,0.78637945652,1.00693750381,0.856493771076,0.772047281265,0.783234477043,0.67231798172,0.895258188248,0.963078975677,0.917573869228,0.831372141838,0.817922174931,0.95526599884,0.854264736176,0.889111220837,0.943635761738,0.909211277962,0.878982663155,0.9960064888,0.926134467125,0.800013899803,0.782959699631,0.719358444214,0.684753477573,0.946803927422,0.832061648369,0.709350049496,0.932192087173,0.759284973145,0.684826850891,0.910361289978,0.7904702425,0.951480805874,1.01847171783,0.873501777649,0.830356657505,0.871991813183,0.91704928875,0.804871976376,0.969933331013,0.936733901501,0.843507230282,0.865998506546,0.869857192039,0.901591718197,0.849270105362,0.838284730911,0.889864742756,0.92521417141,1.0242344141,0.77754765749,0.823358356953,0.923716843128,0.676419973373,0.92586684227,0.933675289154,0.791193425655,0.831317722797,0.977376997471,0.987093389034,0.756724476814,0.858495116234,0.850005865097,0.84321719408,0.428612112999,1.01245033741,0.905014038086,0.929255366325,0.932688951492,0.823588252068,0.85042142868,0.712615251541,0.852972447872,0.810681700706,0.834054470062,0.842188835144,0.648841619492,0.91864490509,0.811504840851,0.752937555313,0.978746414185,0.80256575346,0.818017423153,0.894319534302,0.801810145378,0.819348216057,1.00619375706,0.916021466255,0.957920491695,0.922769010067,0.851524353027
handschoen,0.85046762228,0.759558796883,0.825308978558,0.703770399094,0.867478251457,1.01088607311,0.714704215527,0.780090451241,0.735098719597,0.874910891056,0.881846010685,0.0,0.68380689621,0.890954852104,0.803356170654,0.924726128578,0.657459974289,0.821073770523,0.851462721825,0.897503554821,0.757321357727,0.829650044441,0.894856333733,0.887992620468,0.76026237011,0.598017334938,0.786596119404,0.842119693756,0.832143127918,0.711636781693,0.72216874361,0.893984913826,0.897887289524,0.729300439358,0.752260446548,0.790721654892,0.863997340202,0.755100309849,0.806351602077,0.900564908981,0.885482847691,0.815497756004,0.94258248806,0.880652844906,0.833166718483,0.678337395191,0.838318347931,0.736302614212,0.750746130943,0.782417535782,0.669531583786,0.842225193977,0.791596651077,0.805817067623,0.672425746918,0.811707079411,0.811226844788,0.683067321777,0.751102149487,0.887724459171,0.642340242863,0.758076250553,0.84902381897,0.666869938374,0.95341604948,0.89706081152,0.746921956539,0.815034925938,0.710351347923,0.67656981945,0.79248303175,0.829607546329,0.792869329453,0.802574157715,0.866024434566,0.960874855518,0.970847189426,0.955471396446,0.937475860119,0.783475995064,0.750460207462,0.827100276947,0.735703289509,0.851922392845,0.815920650959,0.766116559505,0.764851391315,0.79688513279,0.711195349693,0.82849407196,0.729428887367,0.778251349926,0.750566720963,0.936774909496,0.686725914478,0.640974521637,0.650950908661,0.766864478588,0.956576883793,0.6549680233,0.799357712269,0.720884680748,0.792789340019,0.822568953037
strijkijzer,0.773130774498,0.745669126511,0.686797320843,0.699048519135,0.894145488739,0.905247449875,0.763202011585,0.740880250931,0.61117297411,0.808954536915,0.88267326355,0.68380689621,5.96046447754e-08,0.754309654236,0.700927138329,0.821124911308,0.64427614212,0.683463931084,0.842385530472,0.75169044733,0.666823267937,0.825359463692,0.746850430965,0.848847150803,0.726675152779,0.693715274334,0.686165094376,0.679466366768,0.883943915367,0.572111845016,0.667532801628,0.922457993031,0.782305538654,0.501891613007,0.506137251854,0.802846193314,0.826560378075,0.623443722725,0.692549586296,0.785059928894,0.879514575005,0.845876157284,0.857539892197,0.740290760994,0.637961864471,0.679919600487,0.836334824562,0.708702802658,0.656390190125,0.825654685497,0.629841566086,0.812303364277,0.700101017952,0.827399253845,0.840734183788,0.611686229706,0.688520908356,0.764676690102,0.71493858099,0.838671386242,0.607683420181,0.752710819244,0.764094114304,0.705126881599,0.755691885948,0.952601373196,0.736639857292,0.855378031731,0.727102637291,0.660446345806,0.696125745773,0.702441215515,0.760326325893,0.623763203621,0.83883535862,0.739470422268,0.740254819393,0.922185242176,0.817195057869,0.715572416782,0.642924785614,0.829918861389,0.646314561367,0.894491910934,0.960574567318,0.646686077118,0.811060786247,0.742880582809,0.714038550854,0.641719818115,0.765415132046,0.744551420212,0.674355268478,1.00644433498,0.632240772247,0.60455930233,0.71216160059,0.758291482925,0.732453763485,0.685426175594,0.870585083961,0.651537179947,0.858681559563,0.651317477226
blad,0.905585885048,0.784014523029,0.908368229866,0.802638053894,0.943450927734,0.797386944294,0.963274598122,0.79979634285,0.86394906044,0.898461818695,0.917621850967,0.890954852104,0.754309654236,0.0,0.852287828922,0.880665361881,0.874329447746,0.79792714119,0.86195898056,0.891865313053,0.85639834404,1.03223693371,0.936395704746,0.814749181271,0.92683583498,0.882961213589,0.825296103954,0.881941497326,0.970981419086,0.868565797806,0.808436274529,0.961801111698,0.90305018425,0.868417799473,0.823093056679,0.80317813158,0.880319297314,0.865714669228,0.809647917747,0.96303832531,0.947062730789,0.932972669601,0.940220415592,0.934203386307,0.74558454752,0.932152688503,0.880524635315,0.85880792141,0.774948954582,0.905388474464,0.893965959549,0.858025431633,0.812289357185,0.874543845654,0.835964381695,0.865163385868,0.825242161751,0.878566384315,0.759795486927,0.93440836668,0.916044056416,0.901387393475,0.880821704865,0.850147128105,0.949732720852,0.923317372799,0.909807622433,0.960490822792,0.835897028446,0.834738016129,0.867662668228,0.985489070415,0.900886178017,0.944756031036,0.865266382694,0.811859846115,0.793299734592,0.92727714777,0.946477532387,0.823296248913,0.724546194077,0.881276428699,0.843235492706,0.855620622635,0.968995928764,0.965669393539,0.800594806671,0.870815098286,0.745237827301,0.773017823696,0.946697950363,0.843320548534,0.861143827438,0.970406472683,0.781055748463,0.812201738358,0.819229364395,0.763180971146,0.882811248302,0.857465982437,0.924140930176,0.875798225403,0.927257359028,0.836775422096
deksel,0.773222446442,0.779143691063,0.823804676533,0.857401609421,0.801984906197,0.933608710766,0.812394618988,0.796166658401,0.676694273949,0.836719214916,0.78637945652,0.803356170654,0.700927138329,0.852287828922,0.0,0.96962839365,0.804979085922,0.71388232708,0.89347922802,0.750858306885,0.794878900051,0.989106714725,0.800526440144,0.857126355171,0.82575148344,0.866765916348,0.725725769997,0.811399638653,0.970449626446,0.835884451866,0.818051934242,0.903257787228,0.942343533039,0.69360435009,0.752683758736,0.837408840656,0.811524450779,0.85716342926,0.800045490265,0.792926371098,0.975925922394,0.812781095505,0.686957240105,0.872834861279,0.731475293636,0.893513679504,0.845398664474,0.865097641945,0.854475200176,0.844678521156,0.819125175476,0.934378683567,0.793849766254,0.827982068062,0.826028823853,0.705208659172,0.882260799408,0.829317212105,0.797794163227,0.816877603531,0.856083095074,0.952026665211,0.921396672726,0.85898566246,0.876951217651,0.956449389458,0.80614989996,0.988321781158,0.715570628643,0.74737739563,0.897418498993,0.908226251602,0.800851285458,0.742337465286,0.935476124287,0.910956263542,0.817407131195,0.7341837883,0.85400891304,0.92396402359,0.786290884018,0.823619604111,0.828435599804,0.926395714283,0.866040766239,0.789910554886,0.776103079319,0.961381494999,0.760674953461,0.714525222778,0.890172541142,0.783471286297,0.607881963253,0.938273668289,0.668769538403,0.839764118195,0.936003088951,0.940354466438,0.824899435043,0.837282180786,0.988490819931,0.794535398483,0.939992725849,0.875163912773
verpleger,0.975066006184,0.892311573029,0.763860285282,0.845755159855,0.937121152878,0.911807537079,1.00094842911,0.906044960022,0.816713988781,0.901023745537,1.00693750381,0.924726128578,0.821124911308,0.880665361881,0.96962839365,-1.19209289551e-07,0.86031293869,0.970468878746,0.914828658104,0.926057100296,0.806346356869,0.778287529945,0.875649154186,1.04755496979,0.889235556126,0.779334187508,0.870468199253,0.87942481041,0.863540649414,0.767561078072,0.892450928688,0.953401088715,0.91846036911,0.885243237019,0.713544845581,0.975895643234,1.00287520885,0.827608704567,0.983721852303,0.954268753529,0.891477048397,0.958365917206,0.987393438816,0.942053198814,0.803070902824,0.870807230473,0.867082595825,0.73275077343,0.855015873909,0.865336000919,0.805770993233,0.913446009159,0.772359967232,0.857626378536,0.880082726479,0.860840857029,0.764382064342,0.868103921413,0.661172866821,0.950062096119,0.762511909008,0.834995269775,0.849625110626,0.816713690758,0.887883484364,0.939645349979,0.971878826618,0.839877009392,0.845973372459,0.791193604469,0.698268055916,0.972851097584,0.908208370209,0.873600721359,0.829954862595,0.777029156685,0.850978076458,0.912735939026,0.837490439415,0.893766820431,0.82917201519,0.941340327263,0.778702735901,0.860644936562,0.917735993862,0.893852889538,0.771838724613,0.964045524597,0.838332951069,0.802433729172,0.934235930443,0.787050366402,0.894263982773,0.983103513718,0.830157220364,0.80102199316,0.851372480392,0.962379276752,0.730460047722,0.793623209,0.986283838749,0.788764595985,0.835224688053,0.957547307014
sjaal,0.90090316534,0.900445997715,0.79108607769,0.660349726677,0.978704631329,0.919584035873,0.844249546528,0.868155539036,0.900354504585,0.891829371452,0.856493771076,0.657459974289,0.64427614212,0.874329447746,0.804979085922,0.86031293869,5.96046447754e-08,0.871149301529,0.859610199928,0.855519771576,0.704780936241,1.069460392,0.857733011246,0.925038635731,0.918348193169,0.534450531006,0.867669761181,0.897094726562,0.998759865761,0.751121938229,0.811771094799,0.925837337971,0.866977453232,0.671303153038,0.717737257481,0.868242681026,0.889455914497,0.752871990204,0.815024256706,0.89341968298,0.925457119942,0.886219322681,0.970418572426,0.798517584801,0.742700517178,0.699630558491,0.88891685009,0.761917948723,0.632851183414,0.840269684792,0.705388903618,0.899430394173,0.784276843071,0.870075583458,0.776104271412,0.727067470551,0.790947496891,0.713987350464,0.790185570717,0.752706408501,0.398997247219,0.825343191624,0.928363502026,0.530816555023,0.905418753624,0.909480452538,0.763929069042,0.939094603062,0.805704593658,0.759740591049,0.792078018188,0.932670533657,0.913098216057,0.890169143677,0.861040174961,0.720400214195,0.799712359905,0.875228464603,0.887393832207,0.728115797043,0.793246626854,0.908768296242,0.746582865715,0.925690710545,0.944498896599,0.732126235962,0.707393884659,0.508563518524,0.821032166481,0.772385716438,0.695045173168,0.828009784222,0.720842242241,0.855572402477,0.828010261059,0.661013364792,0.491940617561,0.840749442577,0.843797504902,0.664618968964,0.937523663044,0.774577140808,0.863185107708,0.952652454376
slak,0.815698266029,0.747779011726,0.796171724796,0.800841629505,0.801044106483,0.909870445728,0.766716718674,0.791655540466,0.682136893272,0.552674293518,0.772047281265,0.821073770523,0.683463931084,0.79792714119,0.71388232708,0.970468878746,0.871149301529,5.96046447754e-08,0.690101861954,0.725149512291,0.812503814697,0.877905130386,0.783354043961,0.551328063011,0.843977272511,0.908519148827,0.849958837032,0.738783657551,0.842700779438,0.820271730423,0.820554018021,0.731874346733,0.893700838089,0.812306761742,0.632842540741,0.646988391876,0.770622551441,0.815162301064,0.766206502914,0.828892469406,0.684234261513,0.619118869305,0.736776471138,0.771460056305,0.810800135136,0.956458747387,0.868511021137,0.796422421932,0.868403494358,0.637753307819,0.840888381004,0.802999436855,0.798739433289,0.651394844055,0.86937713623,0.856605172157,0.818307161331,0.816191196442,0.796903848648,0.848439276218,0.871487617493,0.660348773003,0.760681271553,0.922858595848,0.710250020027,0.993224143982,0.771669566631,0.864791333675,0.87597990036,0.81447905302,0.822126626968,0.910360872746,0.887975633144,0.785304248333,0.702066600323,0.766626477242,0.824090063572,0.819395661354,0.940832972527,0.659757733345,0.85285794735,0.738601982594,0.774194478989,0.57895886898,0.742035806179,0.747475147247,0.825624465942,0.891989886761,0.818259060383,0.501579105854,0.822629094124,0.554307937622,0.707244873047,0.718566536903,0.79173374176,0.802344441414,0.90205091238,0.711606264114,0.853382825851,0.851876974106,0.827440023422,0.853549063206,0.821645021439,0.839170515537
eekhoorn,0.745345473289,0.769750475883,0.73764359951,0.945895314217,0.964523255825,0.855751931667,0.781375944614,0.759060382843,0.896787643433,0.614009082317,0.783234477043,0.851462721825,0.842385530472,0.86195898056,0.89347922802,0.914828658104,0.859610199928,0.690101861954,-1.19209289551e-07,0.708497703075,0.882993042469,0.857104182243,0.920096695423,0.563051402569,0.780045390129,0.890068531036,0.813122749329,0.796734333038,0.746495962143,0.889946162701,0.859974443913,0.684698164463,0.841352939606,0.884223818779,0.775602996349,0.568311214447,0.651830852032,0.858372747898,0.783364653587,0.868599951267,0.654114425182,0.725536167622,0.861734032631,0.816935062408,0.859095394611,0.909444630146,0.818554699421,0.785950601101,0.868291854858,0.554985761642,0.82884901762,0.774811565876,0.839643001556,0.728017032146,0.869304060936,0.826442599297,0.813702940941,0.872396230698,0.779598355293,0.879638075829,0.799735546112,0.664507329464,0.739881873131,0.830687344074,0.712500751019,0.855629861355,0.747026443481,0.707469344139,0.833225369453,0.749487042427,0.78930914402,0.845264911652,0.883121132851,0.829911291599,0.635684609413,0.776215314865,0.915874242783,0.821847975254,0.969987869263,0.587223887444,0.798752427101,0.620323777199,0.797046482563,0.427052736282,0.759881258011,0.790303707123,0.803260564804,0.86801981926,0.719168424606,0.567158102989,0.842125296593,0.736289203167,0.730713605881,0.596856832504,0.848553717136,0.86538207531,0.865356564522,0.623229622841,0.82793545723,0.868147373199,0.960923731327,0.80456328392,0.888431668282,0.805237710476
kalkoen,0.746601104736,0.665815353394,0.693213641644,0.835488379002,0.872374594212,0.822008609772,0.847579777241,0.734453499317,0.908643782139,0.795503616333,0.67231798172,0.897503554821,0.75169044733,0.891865313053,0.750858306885,0.926057100296,0.855519771576,0.725149512291,0.708497703075,0.0,0.745831012726,0.86655330658,0.940113067627,0.76536989212,0.822541356087,0.82780456543,0.819546699524,0.788452625275,0.736499965191,0.856614530087,0.834311366081,0.821203291416,0.776621699333,0.766595482826,0.816972732544,0.788321554661,0.649968028069,0.882539927959,0.932410895824,0.6014970541,0.728833198547,0.785093903542,0.733544230461,0.800751268864,0.632124781609,0.969670057297,0.904804348946,0.767299413681,0.809068739414,0.703879117966,0.798626720905,0.822780132294,0.836850643158,0.791914999485,0.786685526371,0.788107216358,0.88207089901,0.769960045815,0.810030162334,0.890977501869,0.764291644096,0.733756303787,0.751783967018,0.732367515564,0.674237728119,0.950831949711,0.782501220703,0.718298316002,0.788926780224,0.680723726749,0.739777326584,0.945825994015,0.822206735611,0.768718957901,0.764323532581,0.828822493553,0.833914160728,0.663782954216,0.893523216248,0.783233702183,0.886276781559,0.684995174408,0.801440834999,0.72458589077,0.809875130653,0.799831748009,0.768456757069,0.832322597504,0.837054371834,0.648893773556,0.863341093063,0.789376556873,0.542657136917,0.852820456028,0.678165376186,0.750856518745,0.845344662666,0.732446491718,0.674714922905,0.799138128757,0.951814591885,0.883227646351,0.855753362179,0.796869874001
portemonnee,0.880919694901,0.829355955124,0.66059756279,0.726163625717,0.809074163437,0.862158834934,0.905881166458,0.788602650166,0.753811478615,0.859136521816,0.895258188248,0.757321357727,0.666823267937,0.85639834404,0.794878900051,0.806346356869,0.704780936241,0.812503814697,0.882993042469,0.745831012726,0.0,0.834381818771,0.87327682972,0.866217970848,0.819222986698,0.594054281712,0.839359760284,0.821380853653,0.876299321651,0.763578116894,0.799849569798,0.830639839172,0.830642819405,0.619859337807,0.754199206829,1.01021230221,0.868970632553,0.526808738708,0.893445193768,0.822432279587,0.827389836311,0.757842540741,0.794235169888,0.93864351511,0.684006035328,0.765718460083,0.896355867386,0.730970859528,0.651025772095,0.830476760864,0.790475845337,1.04403495789,0.755684435368,0.819697916508,0.841856956482,0.806998968124,0.601623475552,0.617291092873,0.637048900127,0.970997929573,0.549295008183,0.74870634079,0.862443327904,0.675640821457,0.851413190365,0.919061005116,0.847582697868,0.822396814823,0.64346832037,0.629542052746,0.754552781582,0.95490026474,0.780623435974,0.851123571396,0.799711942673,0.82719618082,0.777328372002,0.820148229599,0.775867283344,0.793654501438,0.746560931206,0.85942709446,0.712615728378,0.791099131107,0.978667199612,0.82238060236,0.755394160748,0.809412240982,0.768257379532,0.754818916321,0.739856719971,0.790412247181,0.748705267906,0.890380263329,0.594986081123,0.571995258331,0.662638425827,0.906124353409,0.72276031971,0.54463160038,0.945641636848,0.711208820343,1.01118528843,0.91032487154
zweep,0.860780596733,0.882505357265,0.760280251503,0.978166460991,0.949660301208,0.955822587013,0.802828669548,0.980250537395,0.7691385746,0.872324705124,0.963078975677,0.829650044441,0.825359463692,1.03223693371,0.989106714725,0.778287529945,1.069460392,0.877905130386,0.857104182243,0.86655330658,0.834381818771,1.19209289551e-07,0.817632615566,0.845033526421,0.80025601387,0.981372416019,0.847027301788,0.879669070244,0.772915959358,0.804854631424,0.861799776554,0.932953238487,0.980604112148,0.900594711304,0.84775519371,0.895912051201,0.950669527054,0.852626681328,0.877499461174,1.07844376564,0.922451019287,0.869536817074,0.868009328842,0.906704962254,0.961775183678,0.874863624573,0.969960153103,0.804950475693,0.812187671661,0.904420137405,0.856584846973,0.838561475277,0.888361930847,0.847489356995,0.958003163338,0.908368229866,0.826377928257,0.90598064661,0.824427187443,0.992327034473,0.912767529488,0.791319787502,0.729303479195,0.915667057037,0.911048293114,1.0248516798,0.877269029617,0.744256258011,0.837574660778,0.794267058372,0.874787926674,0.730792462826,0.924906015396,0.816550314426,0.84540784359,0.852825939655,0.933192372322,0.785092413425,0.95394718647,0.91981959343,0.919935047626,0.922770142555,0.721733093262,0.774816811085,0.861331582069,0.842400789261,0.913808345795,0.997594058514,0.860251605511,0.819715023041,0.872986674309,0.842263698578,0.842333436012,0.988761365414,0.82214152813,0.731934905052,0.928167104721,0.845184087753,0.786642789841,0.896639466286,0.883220672607,0.883364796638,0.955897808075,0.853839874268
fluit,0.723165392876,0.885435223579,0.751786530018,0.89389103651,0.897038817406,0.932379424572,0.762896537781,0.869007349014,0.879485785961,0.787200093269,0.917573869228,0.894856333733,0.746850430965,0.936395704746,0.800526440144,0.875649154186,0.857733011246,0.783354043961,0.920096695423,0.940113067627,0.87327682972,0.817632615566,5.96046447754e-08,0.909396290779,0.871859490871,0.887412667274,0.82669955492,0.893699347973,0.958416283131,0.913544595242,0.876868367195,0.893415808678,0.963419318199,0.775839328766,0.799068450928,0.932789087296,0.953664839268,0.731019258499,0.795379400253,0.86015021801,0.85006916523,0.935335338116,0.868043065071,0.828720271587,0.937449276447,0.821689248085,0.940729439259,0.852252960205,0.930593967438,0.678415894508,0.852407693863,0.889379739761,0.955295979977,0.839410364628,0.946964502335,0.875887870789,0.931860089302,0.857046723366,0.902699708939,0.918457686901,0.846309423447,0.906395733356,0.806047916412,0.849543809891,0.774944961071,0.927415370941,0.817517876625,0.878597736359,0.892234146595,0.836390376091,0.955484271049,0.791544914246,0.898282527924,0.841250538826,0.899998545647,0.944870173931,0.985549092293,0.912466406822,0.815734803677,0.842293322086,0.797939300537,0.869533658028,0.790195822716,0.963191390038,1.03319001198,0.923488140106,0.986161828041,0.878467142582,0.916079938412,0.886003494263,0.886534452438,0.889637649059,0.813741564751,0.849202692509,0.846625745296,0.801061630249,0.832934975624,0.902002096176,0.790783762932,0.739193558693,0.891272246838,0.88370513916,0.892164647579,0.954834342003
mier,0.802698493004,0.765619933605,0.758253455162,0.878860414028,0.966567754745,0.832021713257,0.811573445797,0.81767475605,0.771963834763,0.607535660267,0.831372141838,0.887992620468,0.848847150803,0.814749181271,0.857126355171,1.04755496979,0.925038635731,0.551328063011,0.563051402569,0.76536989212,0.866217970848,0.845033526421,0.909396290779,5.96046447754e-08,0.788752555847,0.969337642193,0.81967908144,0.724049866199,0.779694318771,0.838943600655,0.794855415821,0.683922231197,0.834132134914,0.903426826,0.804069340229,0.622967839241,0.770899116993,0.863405764103,0.768161177635,0.838323831558,0.666058301926,0.730798244476,0.84730887413,0.678047716618,0.779414534569,0.924531579018,0.798769712448,0.831720411777,0.946220993996,0.542324662209,0.81704980135,0.797302365303,0.8853302598,0.629796504974,0.851176798344,0.795577406883,0.925689637661,0.880425155163,0.80515563488,0.720924139023,0.884358227253,0.673681497574,0.785146713257,0.881691813469,0.69600045681,0.950343549252,0.786424517632,0.870485544205,0.855829060078,0.900465428829,0.827646970749,0.824731051922,0.90022623539,0.755268156528,0.581995487213,0.815134763718,0.866285562515,0.786630928516,0.905988097191,0.612695395947,0.803268492222,0.664034664631,0.80338460207,0.571188271046,0.720214366913,0.789641857147,0.92887288332,0.869073033333,0.70865380764,0.53002178669,0.789426028728,0.67523252964,0.804517030716,0.5628708601,0.744038641453,0.870095789433,0.952951133251,0.633660554886,0.960888266563,0.969344496727,0.979743123055,0.746764779091,0.827588915825,0.85098940134
bijl,0.913834095001,0.746626496315,0.772362709045,0.862911105156,0.834958195686,0.803521037102,0.843682765961,0.789047062397,0.768462955952,0.869657516479,0.817922174931,0.76026237011,0.726675152779,0.92683583498,0.82575148344,0.889235556126,0.918348193169,0.843977272511,0.780045390129,0.822541356087,0.819222986698,0.80025601387,0.871859490871,0.788752555847,-1.19209289551e-07,0.876046180725,0.769544839859,0.801792860031,0.783242285252,0.770543932915,0.731084823608,0.84001493454,0.80925142765,0.761916875839,0.719639897346,0.900470614433,0.873780488968,0.810378909111,0.808064997196,0.835992634296,0.854198634624,0.869740605354,0.746234834194,0.828369498253,0.812366068363,0.888630330563,0.751288831234,0.731890678406,0.866554796696,0.886794149876,0.783913910389,0.702816843987,0.686067402363,0.742289066315,0.810569405556,0.794267654419,0.852244973183,0.821306169033,0.741937935352,1.00081682205,0.800989806652,0.839918196201,0.753486037254,0.854405462742,0.797219276428,0.979628562927,0.551108419895,0.855904459953,0.716622948647,0.572503089905,0.677399873734,0.876699209213,0.739185452461,0.69153380394,0.775480389595,0.874319195747,0.941119134426,0.899716496468,0.779867768288,0.859005689621,0.779742062092,0.944376766682,0.83527803421,0.823187470436,0.707429051399,0.658591985703,0.807283997536,0.886189103127,0.607480883598,0.791580080986,0.761799931526,0.804440200329,0.719476461411,0.912848949432,0.830607175827,0.752417266369,0.891487240791,0.714686632156,0.953723311424,0.872006297112,1.0524392128,0.709528982639,0.947784304619,0.659352242947
armband,0.888142943382,0.818409025669,0.810717940331,0.669886291027,0.971911489964,0.892898619175,0.869338214397,0.790104210377,0.787146806717,0.941851139069,0.95526599884,0.598017334938,0.693715274334,0.882961213589,0.866765916348,0.779334187508,0.534450531006,0.908519148827,0.890068531036,0.82780456543,0.594054281712,0.981372416019,0.887412667274,0.969337642193,0.876046180725,5.96046447754e-08,0.890689134598,0.816199243069,0.98836427927,0.761202037334,0.724038958549,0.979256927967,0.851926624775,0.585733532906,0.910825252533,0.861103653908,0.921118676662,0.670064330101,0.805650830269,0.960639417171,0.928283214569,0.856480300426,0.929518818855,0.886010348797,0.786585569382,0.79300558567,0.844611167908,0.838557600975,0.713757693768,0.846496939659,0.75783264637,0.868144214153,0.774925112724,0.861671090126,0.838509678841,0.691713809967,0.765788733959,0.395339131355,0.754332363605,0.829789042473,0.607456088066,0.913846611977,0.895414829254,0.575686573982,0.936172008514,0.942644953728,0.795220732689,0.836312830448,0.618722558022,0.71875846386,0.734884500504,0.91894698143,0.821957528591,0.832133769989,0.85010021925,0.820007264614,0.83987891674,0.948569834232,0.782288551331,0.724355816841,0.709385335445,0.919747829437,0.777939915657,0.921875476837,0.917038142681,0.770005166531,0.690905332565,0.744687139988,0.697759628296,0.848573803902,0.752143263817,0.789320528507,0.73679125309,0.919002771378,0.741050839424,0.714120388031,0.60428416729,0.845092058182,0.86117118597,0.451888561249,0.860993862152,0.856227636337,0.854506015778,0.836989820004
bezem,0.785179257393,0.907065629959,0.676703333855,0.826893031597,0.856298863888,0.919351816177,0.817366719246,0.850720763206,0.783180117607,0.793073654175,0.854264736176,0.786596119404,0.686165094376,0.825296103954,0.725725769997,0.870468199253,0.867669761181,0.849958837032,0.813122749329,0.819546699524,0.839359760284,0.847027301788,0.82669955492,0.81967908144,0.769544839859,0.890689134598,-1.19209289551e-07,0.762744545937,0.913654386997,0.815605044365,0.716064810753,0.98561668396,0.815044999123,0.775558948517,0.634806394577,0.88551145792,0.912183880806,0.799443244934,0.803567767143,0.853108584881,0.948781073093,0.861130475998,0.881391823292,0.754050552845,0.680124282837,0.874959051609,0.895314753056,0.7713945508,0.821667134762,0.805966615677,0.859512329102,0.796564340591,0.838393628597,0.771479606628,0.843737840652,0.813192546368,0.867018938065,0.812831163406,0.842083930969,0.865952968597,0.835664451122,0.828911364079,0.919517338276,0.773331284523,0.839184343815,0.916861236095,0.835529327393,0.815217792988,0.768361330032,0.79075139761,0.788824677467,0.882939040661,0.799801051617,0.676353394985,0.808166444302,0.737373888493,0.747932553291,0.866791009903,0.813856363297,0.800094425678,0.739833891392,0.840348124504,0.853165626526,0.788207173347,0.843825638294,0.733054995537,0.905642211437,0.89574688673,0.831012845039,0.816403388977,0.961569786072,0.800323605537,0.785327553749,0.882166624069,0.716646432877,0.620372533798,0.861069738865,0.829640209675,0.882894396782,0.942129015923,0.893406271935,0.736713767052,0.802679657936,0.790835142136
emmer,0.776848196983,0.836036622524,0.699870347977,0.862668037415,0.866065382957,0.849986255169,0.732582628727,0.871150135994,0.644904494286,0.82374638319,0.889111220837,0.842119693756,0.679466366768,0.881941497326,0.811399638653,0.87942481041,0.897094726562,0.738783657551,0.796734333038,0.788452625275,0.821380853653,0.879669070244,0.893699347973,0.724049866199,0.801792860031,0.816199243069,0.762744545937,5.96046447754e-08,0.799581110477,0.82840359211,0.872676551342,0.837514817715,0.749769091606,0.722943305969,0.53740978241,0.803086996078,0.757279872894,0.890066444874,0.770951330662,0.826002120972,0.79036962986,0.739417672157,0.773643553257,0.691554427147,0.681684136391,0.839927494526,0.902875423431,0.790011525154,0.922586023808,0.860554158688,0.776384949684,0.868779420853,0.839373171329,0.741588592529,0.862918972969,0.7866512537,0.886192858219,0.851389288902,0.75881934166,0.857374250889,0.774198770523,0.741104662418,0.703099608421,0.83307081461,0.764650344849,0.990374922752,0.927154839039,0.765911459923,0.776857256889,0.784213066101,0.796865701675,0.803954958916,0.810730695724,0.651365399361,0.772011876106,0.865194320679,0.797417879105,0.872559785843,0.945908129215,0.804817795753,0.762129664421,0.898087263107,0.783102035522,0.815721333027,0.799871325493,0.695651054382,0.825707614422,0.851816058159,0.827264904976,0.708213448524,0.844162940979,0.702145457268,0.72907859087,0.994471251965,0.688119888306,0.712301373482,0.900257885456,0.76360809803,0.837281107903,0.820855557919,0.696034491062,0.756070554256,0.945910990238,0.749517500401
