,liniaal,strijkijzer,schep,schommel,doodskist,rietje,zeehond,boor,ooievaar,dweil,kalkoen,eekhoorn,rits,haai,verpleger,perzik,slak,portemonnee,armband,postzegel,beha,dobbelsteen,fluit,dienblad,baksteen,stropdas,papegaai,aansteker,krijt,muts,mier,hert,schroef,sinaasappel,broekzak,zweep,kikker,sjaal,spijker,trommel,pop,ketting,mand,paddenstoel,bot,stier,brug,stoel,knoflook,worst,bijl,kool,ezel,potlood,hak,bliksem,handschoen,ober,munt,lucifer,pijl,snor,vlieg,ui,lepel,schedel,riem,emmer,kooi,kaars,eend,mouw,kussen,kogel,struik,duim,rok,deken,kom,horloge,touw,wortel,wortel,vleugel,schilderij,mes,gevangenis,kopje,hout,wolk,golf,rechter,blad,boom,paard,doel,raam,been,rug,kerk,wasbeer,stinkdier,snoep,bezem,kers,schildpad,schaar,onderbroek,krukken,spin,aap,scherm,druiven,sla,oor,afval,litteken,zeeman,tepel,naald,deksel,duif,cadeau,slang,hek,bril,vuist,tas,jurk,kast,sleutel,jas,strand,spiegel,tak,pak,ei,slot,vlees,vogel,borst,hond,blik,auto,meisje,jongen,vrouw
sjaal,0.815024256706,0.64427614212,0.970418572426,0.798517584801,0.811771094799,0.828010261059,0.925457119942,0.900354504585,0.855572402477,0.717737257481,0.855519771576,0.859610199928,0.699630558491,0.886219322681,0.86031293869,0.889455914497,0.871149301529,0.704780936241,0.534450531006,0.862531960011,0.660349726677,0.844249546528,0.857733011246,0.742700517178,0.978704631329,0.491940617561,0.728115797043,0.671303153038,0.919584035873,0.466814100742,0.925038635731,0.925837337971,0.96743029356,0.893024265766,0.752871990204,1.069460392,0.891829371452,5.96046447754e-08,0.900595545769,0.820075750351,0.868155539036,0.713987350464,0.90090316534,0.868242681026,0.900445997715,0.998759865761,1.01542139053,0.751121938229,0.856493771076,0.89341968298,0.918348193169,0.906074881554,0.928363502026,0.793246626854,0.763929069042,0.932670533657,0.657459974289,0.843797504902,0.916967391968,0.890169143677,0.88891685009,0.720400214195,0.853971242905,0.875228464603,0.720842242241,0.821032166481,0.632851183414,0.897094726562,0.870075583458,0.727067470551,0.905418753624,0.695045173168,0.746582865715,0.784276843071,0.853081524372,0.888324856758,0.508563518524,0.705388903618,0.79108607769,0.664618968964,0.732126235962,0.944498896599,0.944498896599,0.863185107708,0.887393832207,0.759740591049,0.907176494598,0.799712359905,0.952652454376,0.752706408501,0.937523663044,0.911882638931,0.874329447746,0.840749442577,0.939094603062,0.909480452538,0.774577140808,0.792078018188,0.761917948723,0.91284096241,0.925690710545,0.772385716438,0.836204826832,0.867669761181,0.896400868893,0.920902609825,0.762238383293,0.61246663332,0.829918801785,0.838934719563,0.861040174961,0.943588197231,0.960673749447,0.917647004128,0.902535438538,0.900087118149,0.707393884659,0.877694487572,0.793139517307,0.870183050632,0.804979085922,0.908768296242,0.640294909477,0.828009784222,0.866977453232,0.649562001228,0.873463869095,0.572267115116,0.530816555023,0.623432397842,0.805704593658,0.398997247219,0.901141226292,0.851032853127,0.899430394173,0.661013364792,0.973836183548,0.913098216057,0.91175442934,0.840269684792,0.790185570717,0.825343191624,0.776104271412,0.790947496891,0.767536044121,0.726571142673,0.77145665884
spijker,0.693635702133,0.739076375961,0.802736401558,0.809407889843,0.729394435883,0.704161524773,0.866211354733,0.635830044746,0.892229318619,0.795043587685,0.860900402069,0.864021778107,0.866197764874,0.796948671341,0.836899757385,0.962089896202,0.836391150951,0.812933325768,0.833044290543,0.847675919533,0.889403283596,0.881192624569,0.868264913559,0.752928972244,0.686779856682,0.940455794334,0.762489914894,0.784826636314,0.802089095116,0.865741193295,0.790318965912,0.990038216114,0.653718292713,0.887343168259,0.752536833286,0.813785672188,0.917253434658,0.900595545769,0.0,0.660245537758,0.802047669888,0.86391377449,0.827503979206,0.888346910477,0.736425876617,0.747666597366,0.805666208267,0.776993870735,0.824726045132,0.919476628304,0.690156579018,0.927513122559,0.786629498005,0.816670417786,0.759647071362,0.706916809082,0.866189301014,0.923194766045,0.743573665619,0.773592054844,0.812249481678,0.823809146881,0.793250977993,0.796861290932,0.751918554306,0.596040487289,0.67482572794,0.820455849171,0.886239588261,0.696941018105,0.824673116207,0.799063920975,0.895659506321,0.758168160915,0.844698369503,0.68936419487,0.919760465622,0.934818863869,0.789542555809,0.778730928898,0.776399075985,0.886609077454,0.886609077454,0.854056537151,0.778452396393,0.673808693886,0.938203632832,0.781671881676,0.736477851868,0.890575289726,0.909435451031,0.86296069622,0.783186972141,0.830744743347,0.795162379742,0.971236526966,0.805181801319,0.742365598679,0.793152809143,1.01860976219,0.833093285561,0.774215221405,0.956263422966,0.699054718018,0.920067131519,0.777324199677,0.663035452366,0.917462646961,0.760189116001,0.887766003609,0.727999269962,0.842999696732,0.97881436348,0.634621322155,0.78985196352,0.893181681633,0.731348156929,0.776100516319,0.779672980309,0.819602966309,0.839640259743,0.835812449455,0.835632741451,0.776314854622,0.859740912914,0.768016576767,0.680360555649,0.815284430981,0.848828494549,0.815215349197,0.814482986927,0.843355894089,0.989191353321,0.80130636692,0.838223576546,0.75827306509,0.815459787846,0.897201597691,0.88102388382,0.822930753231,0.722132205963,0.820703089237,0.917428195477,0.819192290306,0.823307514191,0.798522233963,0.803572177887
trommel,0.713015198708,0.620256245136,0.807011365891,0.765074908733,0.780568659306,0.610564827919,0.983247280121,0.657812595367,0.91361451149,0.698507905006,0.786957383156,0.797132134438,0.869551837444,0.870607316494,0.956544995308,0.913359642029,0.775516271591,0.773982644081,0.71883648634,0.844791412354,0.791902959347,0.7750608325,0.584676206112,0.739846646786,0.898218095303,0.790756225586,0.772285163403,0.642816603184,0.858647942543,0.807961702347,0.728658020496,0.919610798359,0.599752783775,0.83299523592,0.723780274391,0.778814136982,0.882459461689,0.820075750351,0.660245537758,-1.19209289551e-07,0.75014770031,0.780813634396,0.780616104603,0.880979418755,0.744352161884,0.908250212669,0.868990063667,0.733679115772,0.87266767025,0.773278415203,0.797925412655,0.932378768921,0.839720010757,0.66934800148,0.776805400848,0.823236405849,0.763703763485,0.823068380356,0.808932363987,0.784175932407,0.83008146286,0.889911234379,0.803838968277,0.837152600288,0.620552062988,0.743290245533,0.676988005638,0.665988087654,0.731771767139,0.688063204288,0.856194019318,0.838531970978,0.805022120476,0.779409825802,0.859425723553,0.730553627014,0.779895842075,0.745764911175,0.738560020924,0.722203671932,0.729938626289,0.919768691063,0.919768691063,0.787595868111,0.853609681129,0.652191638947,0.940316140652,0.890438854694,0.754190206528,0.78936868906,0.823828041553,0.891210913658,0.791586756706,0.837148427963,0.887367188931,0.886253774166,0.742806136608,0.823556303978,0.770764827728,0.869595766068,0.913114249706,0.796910524368,0.76622569561,0.709969878197,0.949709713459,0.892883777618,0.642761766911,0.702966213226,0.802892208099,0.903336405754,0.857336521149,0.748861074448,0.995901048183,0.781086802483,0.707579731941,0.810674309731,0.903553068638,0.893861055374,0.755874335766,0.730209946632,0.739331245422,0.827010393143,0.787984549999,0.768518865108,0.876739263535,0.760530948639,0.766049385071,0.742743492126,0.774394154549,0.698211014271,0.747070729733,0.778046786785,0.95463091135,0.786531567574,0.815121650696,0.715740561485,0.750312447548,0.825257360935,0.769115924835,0.816856741905,0.755370080471,0.858407139778,0.812043190002,0.844666242599,0.839250206947,0.777009367943,0.886263728142
pop,0.886826038361,0.740880250931,0.877850115299,0.707415223122,0.789792776108,0.755300343037,0.872645556927,0.848836541176,0.869635820389,0.799234926701,0.734453499317,0.759060382843,0.911035716534,0.839760065079,0.906044960022,0.873973727226,0.791655540466,0.788602650166,0.790104210377,0.838179349899,0.710187494755,0.774687409401,0.869007349014,0.837829470634,0.892221868038,0.829529225826,0.836222410202,0.717325687408,0.824087202549,0.782987415791,0.81767475605,0.926788032055,0.80074930191,0.88304901123,0.905015230179,0.980250537395,0.845551609993,0.868155539036,0.802047669888,0.75014770031,1.19209289551e-07,0.719966888428,0.83645427227,0.840451300144,0.853597223759,0.829078614712,0.859785616398,0.677575945854,0.880687355995,0.806686401367,0.789047062397,0.864340186119,0.729752659798,0.748477220535,0.785245060921,0.876216709614,0.780090451241,0.882336199284,0.854608476162,0.85039037466,0.86634939909,0.948038637638,0.864556908607,0.998487770557,0.716954231262,0.758486509323,0.787807583809,0.871150135994,0.774862349033,0.841405272484,0.84496897459,0.865974187851,0.744269609451,0.8330732584,0.853549301624,0.870450079441,0.850007236004,0.749648690224,0.749929487705,0.828132927418,0.836018979549,0.900253891945,0.900253891945,0.906747460365,0.788312554359,0.737695872784,0.840431928635,0.864848971367,0.780521214008,0.813640475273,0.876908838749,0.856306970119,0.79979634285,0.776085138321,0.73205024004,0.89716231823,0.683587431908,0.844506680965,0.854153871536,0.900143682957,0.805004656315,0.70664191246,0.723284840584,0.850720763206,0.919918894768,0.750521481037,0.805180966854,0.728425443172,0.790310382843,0.906390786171,0.737228214741,0.876949250698,1.00232958794,0.799076080322,0.774342119694,0.770024120808,0.775545716286,0.889737725258,0.70844823122,0.79671227932,0.796166658401,0.777837336063,0.749506175518,0.814277768135,0.73222643137,0.846141278744,0.820361673832,0.688794970512,0.713542342186,0.645174384117,0.783763289452,0.786458969116,0.939963877201,0.758469879627,0.848679423332,0.758635044098,0.777895987034,0.817631244659,0.771822571754,0.85438734293,0.738283991814,0.705995321274,0.808150410652,0.731321454048,0.622379004955,0.679445207119,0.708780646324
ketting,0.813919663429,0.764676690102,0.803576529026,0.771268248558,0.650771379471,0.749759674072,0.810480356216,0.736721396446,0.79890871048,0.867811620235,0.769960045815,0.872396230698,0.859039843082,0.786056995392,0.868103921413,0.898419559002,0.816191196442,0.617291092873,0.395339131355,0.784870624542,0.679887056351,0.903905451298,0.857046723366,0.829412937164,0.86990571022,0.704679250717,0.730615615845,0.695668041706,0.854155480862,0.750038266182,0.880425155163,0.905022025108,0.748336076736,0.833880484104,0.75602555275,0.90598064661,0.820950448513,0.713987350464,0.86391377449,0.780813634396,0.719966888428,-1.19209289551e-07,0.830228209496,0.873024582863,0.760229945183,0.862867176533,0.840202212334,0.787996530533,0.901591718197,0.878774344921,0.821306169033,0.990434348583,0.812387824059,0.837797403336,0.762989878654,0.904605984688,0.683067321777,0.908434510231,0.757522165775,0.764296174049,0.865505456924,0.846571087837,0.922735333443,0.888267993927,0.743047118187,0.729074120522,0.671424150467,0.851389288902,0.645502567291,0.758097887039,0.826615154743,0.852921366692,0.643341124058,0.797422647476,0.936904251575,0.789771735668,0.729717850685,0.726915836334,0.787268519402,0.558218955994,0.681677699089,0.906529486179,0.906529486179,0.802252233028,0.758165061474,0.70080268383,0.790389180183,0.898152172565,0.853715538979,0.825723171234,0.914809048176,0.90794813633,0.878566384315,0.771028697491,0.759240686893,0.900757670403,0.803640305996,0.660239458084,0.742130279541,0.84068441391,0.821008086205,0.773029923439,0.78392136097,0.812831163406,0.902419745922,0.706504702568,0.720477223396,0.661454200745,0.760513365269,0.823961496353,0.726708173752,0.952239096165,0.984870135784,0.844720721245,0.681908249855,0.918928861618,0.730847477913,0.842041015625,0.744405925274,0.715182185173,0.829317212105,0.816500008106,0.603728353977,0.632659435272,0.768939852715,0.717140614986,0.796069145203,0.626002788544,0.565459370613,0.688149452209,0.518503069878,0.690098047256,0.862197875977,0.765766263008,0.783614993095,0.703262686729,0.673189163208,0.739168703556,0.843108654022,0.739895820618,0.730594694614,0.705256342888,0.878948390484,0.717113852501,0.678967475891,0.684859156609,0.670449972153
mand,0.873134732246,0.773130774498,0.851614713669,0.838636994362,0.810185551643,0.825387060642,0.802559137344,0.922105312347,0.852355122566,0.742633700371,0.746601104736,0.745345473289,0.859183192253,0.800577521324,0.975066006184,0.78715544939,0.815698266029,0.880919694901,0.888142943382,0.880101025105,0.88567763567,0.701100945473,0.723165392876,0.681835651398,0.785408556461,0.883998692036,0.753183364868,0.795365929604,0.947067022324,0.830324351788,0.802698493004,0.984776079655,0.808550059795,0.769629478455,0.850476861,0.860780596733,0.801930308342,0.90090316534,0.827503979206,0.780616104603,0.83645427227,0.830228209496,1.78813934326e-07,0.763200998306,0.825063347816,0.995642542839,1.03203749657,0.790533423424,0.810362458229,0.841906249523,0.913834095001,0.972148537636,0.830991029739,0.832915484905,0.82243925333,0.83125436306,0.85046762228,0.768836200237,0.937316596508,0.798098146915,0.929975390434,0.823662698269,0.809508323669,0.811409175396,0.840882360935,0.903330385685,0.900215983391,0.776848196983,0.747972011566,0.894659340382,0.743621706963,0.827705264091,0.870722234249,0.924602508545,0.847199559212,0.812647104263,0.880146145821,0.788069725037,0.736638188362,0.830042600632,0.7949026227,0.994485557079,0.994485557079,0.903683304787,0.834973752499,0.862953901291,0.92704808712,0.915243983269,0.894439697266,0.930531799793,0.967415630817,0.924122810364,0.905585885048,0.691240608692,0.828366696835,1.03977322578,0.786736726761,0.795448005199,0.900433719158,1.01598966122,0.83967757225,0.785985767841,0.667370080948,0.785179257393,0.869527876377,0.802320122719,0.869239628315,0.790615320206,0.802685499191,0.863037765026,0.848068475723,0.944982886314,0.827404797077,0.878195285797,0.812950909138,0.939558386803,0.945061028004,0.941266298294,0.867412507534,1.02695226669,0.773222446442,0.778466761112,0.724414765835,0.879909098148,0.994187653065,0.868648409843,0.863526642323,0.747772991657,0.77371430397,0.745748758316,0.765030622482,0.777009308338,0.882604837418,0.874721646309,0.78313934803,0.752041399479,0.678988456726,0.878828644753,0.980178773403,0.713411390781,0.937762975693,0.849936485291,0.929635047913,0.816252470016,0.816533207893,0.839676260948,0.920768499374
paddenstoel,0.738702654839,0.802846193314,0.882911741734,0.779990673065,0.844496369362,0.909162402153,0.724235773087,0.833400130272,0.651587605476,0.796338260174,0.788321554661,0.568311214447,0.92805814743,0.770752847195,0.975895643234,0.640926063061,0.646988391876,1.01021230221,0.861103653908,0.839464426041,0.849086642265,0.884283661842,0.932789087296,0.802307724953,0.838337779045,0.91448277235,0.601457357407,0.896123766899,0.902091920376,0.795504450798,0.622967839241,0.813839733601,0.82113301754,0.594433665276,0.937876820564,0.895912051201,0.658134698868,0.868242681026,0.888346910477,0.880979418755,0.840451300144,0.873024582863,0.763200998306,0.0,0.760744154453,0.905246853828,0.961048901081,0.91021323204,0.719358444214,0.88022506237,0.900470614433,0.672104239464,0.826827168465,0.85148191452,0.862102687359,0.910029828548,0.790721654892,0.977688312531,0.963122487068,0.858101725578,0.879235446453,0.876413285732,0.820911824703,0.761548042297,0.748904705048,0.770697236061,0.873279511929,0.803086996078,0.846193611622,0.790891289711,0.725385963917,0.88532525301,0.930353164673,0.906858384609,0.528928637505,0.923479735851,0.851297616959,0.772076666355,0.898266673088,1.01378059387,0.870795845985,0.780577898026,0.780577898026,0.891447842121,0.915141105652,0.865265965462,0.967835664749,0.899920046329,0.837366044521,0.748154163361,0.899819910526,1.02449798584,0.80317813158,0.617759525776,0.759182274342,1.04499769211,0.918009221554,0.894780158997,0.941283583641,0.9104372859,0.558135509491,0.527203440666,0.881072580814,0.88551145792,0.8585460186,0.697877168655,0.775681853294,0.886384606361,0.980089366436,0.738129377365,0.79657715559,0.954694807529,0.743152797222,0.881364822388,0.846174240112,0.855445027351,0.796061754227,1.02493572235,0.786246657372,0.751230716705,0.837408840656,0.671267211437,0.837796032429,0.691796123981,0.906362056732,0.830144166946,0.918072760105,0.876468420029,0.805046439171,0.899268746376,0.953010201454,0.856350302696,0.927933096886,0.894406437874,0.712181448936,0.906878590584,0.773367464542,0.949893057346,0.777807235718,0.629124403,0.858102679253,0.773302912712,0.932050347328,0.898138523102,0.825756728649,0.850424468517,0.883767306805
bot,0.773053884506,0.745669126511,0.827541470528,0.874223411083,0.754061043262,0.756990373135,0.657678723335,0.651335895061,0.948392271996,0.786929130554,0.665815353394,0.769750475883,0.887573122978,0.604759454727,0.892311573029,0.795631289482,0.747779011726,0.829355955124,0.818409025669,0.823107481003,0.791587889194,0.923603534698,0.885435223579,0.800181627274,0.758411765099,0.892476439476,0.719536006451,0.831505060196,0.859556674957,0.894758582115,0.765619933605,0.741153895855,0.614542245865,0.765901148319,0.886187255383,0.882505357265,0.828557372093,0.900445997715,0.736425876617,0.744352161884,0.853597223759,0.760229945183,0.825063347816,0.760744154453,0.0,0.792847275734,0.833175599575,0.870316028595,0.903701841831,0.850876569748,0.746626496315,0.895948171616,0.880718290806,0.86116039753,0.729758143425,0.967961788177,0.759558796883,0.927919685841,0.873624801636,0.771467149258,0.832527935505,0.907044649124,0.855501294136,0.842243790627,0.6727232337,0.539701938629,0.774782061577,0.836036622524,0.803002595901,0.81428694725,0.720586776733,0.872739911079,0.814066231251,0.638051331043,0.839906573296,0.775675237179,0.875905573368,0.848884344101,0.772941172123,0.753835141659,0.747935533524,0.905813574791,0.905813574791,0.779183447361,0.894297599792,0.601879417896,0.905015826225,0.889693379402,0.760859668255,0.871654391289,0.868106722832,0.805510878563,0.784014523029,0.739778399467,0.904266834259,0.903843283653,0.803744673729,0.645556330681,0.774177074432,0.926098525524,0.646243333817,0.660179913044,0.849008977413,0.907065629959,0.875317335129,0.645465731621,0.627589821815,0.811002671719,0.763276934624,0.814059793949,0.824100732803,0.782768309116,0.981017589569,0.794655442238,0.608796656132,0.862288057804,0.601141214371,0.907884955406,0.683652579784,0.757554531097,0.779143691063,0.872320950031,0.798907220364,0.700529515743,0.854101479053,0.699723243713,0.874234676361,0.842519342899,0.854633271694,0.784793257713,0.813914120197,0.82958650589,0.842975258827,0.807256221771,0.863218784332,0.789110183716,0.820001244545,0.800331473351,0.611835718155,0.738418757915,0.678859770298,0.722757220268,0.749312639236,0.895166277885,0.749424397945,0.793227314949,0.833261847496
stier,0.844099342823,0.883943915367,0.914254844189,0.865787446499,0.885767579079,0.828936040401,0.704810738564,0.86760866642,0.875562787056,0.898391842842,0.736499965191,0.746495962143,0.879754900932,0.697898030281,0.863540649414,0.917175650597,0.842700779438,0.876299321651,0.98836427927,0.981325149536,0.922088682652,0.929439425468,0.958416283131,0.918219447136,0.889191567898,0.856537699699,0.768898665905,0.95452517271,0.830718755722,0.828629255295,0.779694318771,0.722060143948,0.895789682865,0.940241158009,0.880614757538,0.772915959358,0.790084958076,0.998759865761,0.747666597366,0.908250212669,0.829078614712,0.862867176533,0.995642542839,0.905246853828,0.792847275734,5.96046447754e-08,0.783372104168,0.883933722973,0.943635761738,0.929079532623,0.783242285252,0.949923872948,0.55568253994,0.865120351315,0.913956165314,0.817756533623,0.832143127918,0.859438061714,0.877639234066,0.792268037796,0.746434688568,0.794340193272,0.834964513779,0.915378630161,0.846362709999,0.785272479057,0.854907333851,0.799581110477,0.729375243187,0.81667470932,0.83208823204,0.895798325539,0.812895476818,0.920113682747,0.930077254772,0.978724122047,0.826022326946,0.832835257053,0.767753720284,0.934132814407,0.776582300663,0.909118533134,0.909118533134,0.960932970047,0.819330692291,0.758179247379,0.968480110168,0.972367823124,0.892425894737,0.908096790314,0.97715318203,0.964542329311,0.970981419086,0.901116013527,0.56722342968,0.92845839262,0.921918332577,0.792642712593,0.81280207634,0.906002163887,0.691580951214,0.743950605392,0.976162493229,0.913654386997,1.02498757839,0.690651535988,0.880297005177,0.804912209511,0.806597352028,0.897004425526,0.729033708572,0.839182257652,0.948413729668,0.79453843832,0.810771286488,0.954221248627,0.76952290535,0.874417960644,0.802971482277,0.88511043787,0.970449626446,0.680173277855,0.904959619045,0.687097430229,0.737546443939,0.91036427021,0.818288981915,0.96755361557,0.793268501759,0.930027246475,0.891238868237,0.851297914982,0.944728314877,0.884130239487,0.934742689133,0.779920935631,0.77137196064,0.952047049999,0.645825028419,0.842754840851,0.779091358185,0.742025732994,0.876662194729,0.856525301933,0.811250090599,0.807902693748,0.833091974258
brug,0.805903434753,0.846274614334,0.874767899513,0.842172145844,0.797636985779,0.931085944176,0.854426503181,0.69919025898,1.0023624897,0.912345767021,0.931038737297,0.931186914444,1.09367549419,0.802268862724,0.887447535992,0.862007856369,0.914324462414,0.934097826481,0.926052451134,1.00517308712,0.957526862621,0.953438222408,0.942469358444,0.871351718903,0.872905731201,0.9975284338,0.959888994694,0.905832231045,0.831320345402,1.04651248455,0.948698997498,0.956828653812,0.65924012661,0.843827962875,0.909789085388,0.964086294174,0.97517824173,1.01542139053,0.805666208267,0.868990063667,0.859785616398,0.840202212334,1.03203749657,0.961048901081,0.833175599575,0.783372104168,0.0,0.815003693104,0.906016469002,0.895030021667,0.802099049091,0.945166110992,0.806620359421,0.971675097942,0.892807602882,0.792100071907,0.936424016953,0.864999234676,0.878839850426,0.814796805382,0.830255270004,0.938652873039,0.816266715527,0.961128532887,0.822660148144,0.725478291512,0.944935917854,0.845066606998,0.881896495819,0.840279102325,0.907346069813,1.01084077358,0.941682696342,0.829592466354,0.907586097717,0.821648359299,0.920966684818,0.951884925365,0.730063199997,0.870463728905,0.67578804493,0.979102909565,0.979102909565,0.888448953629,0.804161846638,0.756510257721,0.876557171345,0.845570862293,0.811406493187,0.719684243202,0.78571087122,0.91299444437,0.955627381802,0.807566225529,0.758616805077,0.770115971565,0.754094481468,0.763888597488,0.839829921722,0.92501437664,0.907429456711,0.836472153664,0.943005561829,0.902374625206,1.01012730598,0.859897792339,0.895174980164,0.894750118256,0.763802647591,0.948238790035,0.84762263298,0.656512618065,0.911090135574,0.765052974224,0.859477460384,0.806210756302,0.807916581631,0.749338626862,0.911217391491,0.902526974678,0.934286117554,0.884227395058,0.988252699375,0.786583662033,0.660139203072,0.886128365993,0.899163246155,0.922956883907,0.894131422043,0.968345224857,0.865219175816,0.923534810543,0.812042951584,0.707102775574,0.832464933395,0.867659032345,0.870520412922,0.877043843269,0.793335616589,0.963694572449,0.790632426739,0.925790250301,0.780929028988,0.825513839722,0.816281795502,0.876199126244,0.777445197105
stoel,0.776319086552,0.572111845016,0.920259892941,0.69379234314,0.75981336832,0.664929628372,0.953864336014,0.701917886734,0.961785078049,0.690914988518,0.856614530087,0.889946162701,0.74558365345,0.817578554153,0.767561078072,0.894656658173,0.820271730423,0.763578116894,0.761202037334,0.906748831272,0.713933587074,0.821767449379,0.913544595242,0.597985506058,0.845050156116,0.790563225746,0.809227526188,0.647037506104,0.829798877239,0.787070274353,0.838943600655,0.947756946087,0.651680469513,0.858426988125,0.768478214741,0.804854631424,0.830872833729,0.751121938229,0.776993870735,0.733679115772,0.677575945854,0.787996530533,0.790533423424,0.91021323204,0.870316028595,0.883933722973,0.815003693104,-1.19209289551e-07,0.909211277962,0.843842804432,0.770543932915,0.873340427876,0.77664399147,0.688257575035,0.810625374317,0.846728265285,0.711636781693,0.719027161598,0.822049796581,0.789732515812,0.824195504189,0.870022952557,0.803556025028,0.964367985725,0.703016519547,0.760855555534,0.770210266113,0.82840359211,0.698095738888,0.719585478306,0.838464736938,0.847288489342,0.642405867577,0.753686070442,0.969416618347,0.784164130688,0.815285742283,0.641266524792,0.711342334747,0.779958367348,0.656992912292,0.925680875778,0.925680875778,0.757048249245,0.733791708946,0.689958333969,0.697631955147,0.741482496262,0.678601384163,0.943319678307,0.847211301327,0.811980187893,0.868565797806,0.746646165848,0.811550736427,1.01913177967,0.593665242195,0.67839050293,0.640255451202,0.890023946762,0.865181565285,0.78759676218,0.824140429497,0.815605044365,0.977388501167,0.756616711617,0.67317032814,0.669832587242,0.664338588715,0.829555332661,0.829367518425,0.695730805397,0.991108596325,0.836872756481,0.807238340378,0.914006829262,0.818959832191,0.816769599915,0.744307518005,0.802409768105,0.835884451866,0.856599211693,0.792398035526,0.790781915188,0.825338125229,0.672160327435,0.815514981747,0.58581751585,0.685352504253,0.593446493149,0.728082180023,0.637556314468,0.93138897419,0.729593813419,0.836709797382,0.658154368401,0.83039522171,0.771728157997,0.791241645813,0.87947678566,0.683242380619,0.784969568253,0.764110684395,0.634256660938,0.745544791222,0.702218413353,0.655601859093
knoflook,0.832061648369,0.88267326355,0.684826850891,0.910361289978,0.878982663155,0.80256575346,0.932192087173,0.839958071709,0.978746414185,0.782959699631,0.67231798172,0.783234477043,0.951480805874,0.759284973145,1.00693750381,0.684753477573,0.772047281265,0.895258188248,0.95526599884,0.880948424339,0.84109556675,0.837239861488,0.917573869228,0.7904702425,0.920283854008,0.894319534302,0.905014038086,0.800013899803,0.918980538845,0.933300018311,0.831372141838,0.9960064888,0.821874856949,0.52997469902,0.946803927422,0.963078975677,0.787708103657,0.856493771076,0.824726045132,0.87266767025,0.880687355995,0.901591718197,0.810362458229,0.719358444214,0.903701841831,0.943635761738,0.906016469002,0.909211277962,0.0,0.709350049496,0.817922174931,0.670699954033,1.0242344141,0.929255366325,0.676419973373,0.977376997471,0.881846010685,0.819348216057,0.80258923769,0.756724476814,1.01847171783,0.850005865097,0.879296839237,0.428612112999,0.752937555313,0.842188835144,0.830356657505,0.889111220837,0.936733901501,0.865998506546,0.823358356953,0.91864490509,0.823588252068,0.969933331013,0.775821328163,0.847136378288,0.834054470062,0.91704928875,0.795787334442,1.00619375706,0.852972447872,0.712615251541,0.712615251541,0.922769010067,1.01245033741,0.791193425655,0.894780039787,0.84321719408,0.851524353027,0.838284730911,0.916021466255,1.00110220909,0.917621850967,0.801810145378,0.92586684227,0.923716843128,0.957920491695,0.831317722797,0.873501777649,0.970074295998,0.85042142868,0.648841619492,0.808067679405,0.854264736176,0.871536433697,1.01373565197,0.734766602516,0.821931302547,0.978110492229,0.895068287849,0.858495116234,0.961681723595,0.792329072952,0.780053555965,0.865934312344,0.914370536804,0.810681700706,0.933846354485,0.808956384659,0.77581769228,0.78637945652,0.932688951492,0.893686115742,0.811504840851,0.926134467125,0.901274740696,0.936037838459,0.854272186756,0.77754765749,0.951674938202,0.933675289154,0.889864742756,0.842069983482,0.83523440361,0.804871976376,0.818017423153,0.761427640915,0.987093389034,0.647877514362,0.871991813183,0.849270105362,0.92521417141,0.843507230282,0.869857192039,0.836034536362,0.8817461133,0.850765645504
